scheduled_departure_time,scheduled_arrival_time,departure_airport,arrival_airport,weather,airline,temperature,visibility,wind_speed,wind_direction,aircraft_model,on_time
2023-01-07 01:00:00,2023-01-07 03:00:00,ORD,LHR,sunny,AA,17,981,2.635633596439553,tailwind,B787,True
2023-01-07 02:00:00,2023-01-07 07:00:00,LAX,PEK,cloudy,AA,-5,332,20.990340754366308,headwind,A330,False
2023-01-07 03:00:00,2023-01-07 05:00:00,ORD,PEK,cloudy,WN,9,1539,36.53730465748343,crosswind,B767,False
2023-01-07 04:00:00,2023-01-07 05:00:00,JFK,LHR,sunny,AA,1,682,35.37877193983073,crosswind,A319,False
2023-01-07 05:00:00,2023-01-07 07:00:00,DFW,LHR,rainy,WN,19,1492,23.08790812478925,headwind,B757,False
2023-01-07 06:00:00,2023-01-07 10:00:00,JFK,PEK,rainy,WN,6,451,31.481332671151193,crosswind,B737,False
2023-01-07 07:00:00,2023-01-07 11:00:00,DFW,CDG,cloudy,AA,0,1466,11.121355061507987,tailwind,A321,True
2023-01-07 08:00:00,2023-01-07 13:00:00,LAX,PEK,cloudy,UA,28,1262,9.40745686597591,tailwind,A319,True
2023-01-07 09:00:00,2023-01-07 13:00:00,ORD,HND,rainy,AA,5,1358,17.209604936985638,crosswind,B787,False
2023-01-07 10:00:00,2023-01-07 11:00:00,JFK,PEK,rainy,DL,11,691,12.835082778083972,crosswind,A321,False
2023-01-07 11:00:00,2023-01-07 13:00:00,LAX,HND,rainy,WN,26,1762,10.243422805657797,tailwind,B767,False
2023-01-07 12:00:00,2023-01-07 15:00:00,DFW,PEK,cloudy,DL,-3,1138,10.580711177847643,headwind,B757,True
2023-01-07 13:00:00,2023-01-07 15:00:00,DFW,PEK,sunny,DL,-4,1608,28.800733146352826,crosswind,A350,False
2023-01-07 14:00:00,2023-01-07 15:00:00,DFW,LHR,rainy,UA,6,1517,4.8246166506777115,tailwind,B767,False
2023-01-07 15:00:00,2023-01-07 17:00:00,ORD,PEK,sunny,AA,28,1993,2.764414124898342,tailwind,A330,True
2023-01-07 16:00:00,2023-01-07 18:00:00,JFK,PEK,cloudy,AA,6,1748,25.031167318553347,headwind,A321,False
2023-01-07 17:00:00,2023-01-07 21:00:00,LAX,HND,rainy,AA,19,392,19.637780794039198,tailwind,A320,False
2023-01-07 18:00:00,2023-01-07 19:00:00,JFK,CDG,rainy,WN,5,953,24.145213015504286,crosswind,B767,False
2023-01-07 19:00:00,2023-01-07 23:00:00,JFK,PEK,sunny,WN,1,1748,19.908389752421208,crosswind,A320,True
2023-01-07 20:00:00,2023-01-08 01:00:00,JFK,HND,rainy,UA,-6,877,24.892060324390847,crosswind,A319,False
2023-01-07 21:00:00,2023-01-08 02:00:00,ORD,CDG,rainy,AA,-8,448,6.149785032096016,tailwind,B777,False
2023-01-07 22:00:00,2023-01-07 23:00:00,JFK,PEK,rainy,AA,-2,435,22.912233602439684,crosswind,A350,False
2023-01-07 23:00:00,2023-01-08 00:00:00,JFK,LHR,rainy,WN,6,1535,19.488955740804883,tailwind,B737,False
2023-01-08 00:00:00,2023-01-08 05:00:00,ORD,PEK,rainy,WN,-10,1763,21.451995440277933,headwind,B777,False
2023-01-08 01:00:00,2023-01-08 04:00:00,DFW,LHR,sunny,WN,27,412,12.465335683912466,headwind,B757,False
2023-01-08 02:00:00,2023-01-08 07:00:00,LAX,CDG,cloudy,DL,-5,1972,12.24831676422488,tailwind,A330,True
2023-01-08 03:00:00,2023-01-08 05:00:00,DFW,CDG,cloudy,WN,23,331,-0.025128632338037526,tailwind,B767,False
2023-01-08 04:00:00,2023-01-08 09:00:00,LAX,LHR,cloudy,WN,0,1841,30.979404390248977,crosswind,A319,False
2023-01-08 05:00:00,2023-01-08 10:00:00,DFW,CDG,cloudy,UA,22,212,22.50087093920542,headwind,A380,False
2023-01-08 06:00:00,2023-01-08 10:00:00,LAX,CDG,cloudy,WN,0,1703,21.376751328324385,crosswind,A350,False
2023-01-08 07:00:00,2023-01-08 08:00:00,LAX,PEK,sunny,DL,-2,240,16.85742380724442,crosswind,A380,False
2023-01-08 08:00:00,2023-01-08 12:00:00,JFK,CDG,sunny,UA,28,666,22.00635969907478,headwind,B767,False
2023-01-08 09:00:00,2023-01-08 13:00:00,ORD,HND,sunny,UA,-1,1269,20.771020150340217,headwind,B767,False
2023-01-08 10:00:00,2023-01-08 14:00:00,LAX,HND,rainy,AA,17,1562,26.9465042508939,headwind,B767,False
2023-01-08 11:00:00,2023-01-08 13:00:00,ORD,CDG,sunny,WN,20,1441,5.561755610297618,tailwind,A330,True
2023-01-08 12:00:00,2023-01-08 13:00:00,ORD,CDG,sunny,AA,25,1974,15.66462033541605,headwind,A320,True
2023-01-08 13:00:00,2023-01-08 18:00:00,JFK,CDG,sunny,DL,20,246,10.683574257355057,tailwind,A350,False
2023-01-08 14:00:00,2023-01-08 16:00:00,DFW,HND,cloudy,AA,3,1796,30.055467020875565,headwind,A320,False
2023-01-08 15:00:00,2023-01-08 19:00:00,DFW,CDG,cloudy,WN,20,1018,25.620811537276794,crosswind,B767,False
2023-01-08 16:00:00,2023-01-08 18:00:00,JFK,HND,cloudy,AA,4,629,29.69056366288685,headwind,A330,False
2023-01-08 17:00:00,2023-01-08 19:00:00,ORD,LHR,cloudy,AA,26,564,12.012738659065809,tailwind,B787,False
2023-01-08 18:00:00,2023-01-08 22:00:00,DFW,HND,cloudy,AA,24,640,13.804885974661516,headwind,A319,True
2023-01-08 19:00:00,2023-01-08 23:00:00,DFW,LHR,rainy,AA,-9,1380,17.310796533811487,tailwind,B737,False
2023-01-08 20:00:00,2023-01-08 22:00:00,JFK,LHR,rainy,AA,14,1653,13.053345356297216,headwind,A320,False
2023-01-08 21:00:00,2023-01-08 23:00:00,DFW,LHR,rainy,AA,7,295,6.1390111454810885,tailwind,A320,False
2023-01-08 22:00:00,2023-01-08 23:00:00,JFK,CDG,sunny,UA,18,453,38.774506726233845,crosswind,B757,False
2023-01-08 23:00:00,2023-01-09 00:00:00,ORD,PEK,cloudy,WN,-6,839,15.053961906930567,headwind,B737,True
2023-01-09 00:00:00,2023-01-09 04:00:00,DFW,HND,cloudy,UA,9,787,32.91707792971891,crosswind,B767,False
2023-01-09 01:00:00,2023-01-09 05:00:00,LAX,LHR,sunny,DL,20,1809,29.771263663551263,headwind,A320,False
2023-01-09 02:00:00,2023-01-09 04:00:00,DFW,PEK,cloudy,UA,-2,917,30.986031482877017,headwind,B777,False
2023-01-09 03:00:00,2023-01-09 06:00:00,JFK,HND,sunny,DL,18,824,18.722787512043073,tailwind,B757,True
2023-01-09 04:00:00,2023-01-09 05:00:00,LAX,PEK,rainy,WN,25,980,34.41865556880638,headwind,B777,False
2023-01-09 05:00:00,2023-01-09 08:00:00,JFK,LHR,rainy,AA,12,216,30.53838685200511,crosswind,B767,False
2023-01-09 06:00:00,2023-01-09 08:00:00,JFK,HND,sunny,DL,25,1192,31.550864517140134,headwind,B767,False
2023-01-09 07:00:00,2023-01-09 12:00:00,LAX,CDG,sunny,DL,-9,1554,18.352099153515503,headwind,A350,True
2023-01-09 08:00:00,2023-01-09 13:00:00,LAX,HND,sunny,DL,16,1402,9.664312638483693,headwind,A321,True
2023-01-09 09:00:00,2023-01-09 14:00:00,LAX,LHR,sunny,WN,6,561,0.40829796711728505,tailwind,B787,False
2023-01-09 10:00:00,2023-01-09 15:00:00,LAX,CDG,sunny,AA,-2,439,27.022532307119057,crosswind,A320,False
2023-01-09 11:00:00,2023-01-09 13:00:00,DFW,HND,sunny,WN,13,1155,6.543582211112039,tailwind,B757,True
2023-01-09 12:00:00,2023-01-09 13:00:00,LAX,CDG,sunny,UA,12,287,-3.182983529205088,tailwind,B757,False
2023-01-09 13:00:00,2023-01-09 14:00:00,DFW,HND,sunny,WN,-10,1595,19.518940428130072,tailwind,A380,True
2023-01-09 14:00:00,2023-01-09 17:00:00,JFK,PEK,rainy,WN,-6,489,17.62746546880717,headwind,A350,False
2023-01-09 15:00:00,2023-01-09 19:00:00,DFW,PEK,sunny,AA,13,1450,33.34292448455851,crosswind,B767,False
2023-01-09 16:00:00,2023-01-09 21:00:00,LAX,CDG,cloudy,DL,-5,1620,28.547250045112243,headwind,B737,False
2023-01-09 17:00:00,2023-01-09 18:00:00,ORD,HND,cloudy,DL,13,734,35.685984503773255,crosswind,B767,False
2023-01-09 18:00:00,2023-01-09 20:00:00,DFW,PEK,sunny,WN,18,1074,17.237091529342674,tailwind,A380,True
2023-01-09 19:00:00,2023-01-09 23:00:00,DFW,CDG,rainy,WN,15,856,15.514534217721831,headwind,B787,False
2023-01-09 20:00:00,2023-01-09 23:00:00,JFK,HND,sunny,DL,11,375,20.052279020991033,crosswind,B767,False
2023-01-09 21:00:00,2023-01-10 00:00:00,JFK,CDG,sunny,WN,24,953,24.131523474292308,headwind,A350,False
2023-01-09 22:00:00,2023-01-09 23:00:00,DFW,LHR,sunny,WN,15,1156,8.37821242078089,tailwind,A380,True
2023-01-09 23:00:00,2023-01-10 01:00:00,LAX,CDG,cloudy,UA,-2,1303,7.534010409545531,tailwind,A319,True
2023-01-10 00:00:00,2023-01-10 02:00:00,ORD,CDG,sunny,AA,1,1532,21.70597514927465,crosswind,B787,False
2023-01-10 01:00:00,2023-01-10 02:00:00,ORD,LHR,sunny,UA,9,1770,-3.166793166157259,tailwind,B767,True
2023-01-10 02:00:00,2023-01-10 03:00:00,LAX,LHR,rainy,UA,29,1405,6.550831569567615,tailwind,A350,False
2023-01-10 03:00:00,2023-01-10 04:00:00,LAX,CDG,cloudy,WN,-8,393,-0.18181469950278095,tailwind,A350,False
2023-01-10 04:00:00,2023-01-10 05:00:00,LAX,CDG,rainy,DL,2,336,22.286107670170964,tailwind,B757,False
2023-01-10 05:00:00,2023-01-10 07:00:00,ORD,CDG,cloudy,WN,22,1264,12.022867629357114,headwind,B757,True
2023-01-10 06:00:00,2023-01-10 08:00:00,DFW,HND,cloudy,UA,17,1934,32.02900052073146,crosswind,B737,False
2023-01-10 07:00:00,2023-01-10 08:00:00,DFW,PEK,rainy,WN,10,1567,12.56152882097211,headwind,B737,False
2023-01-10 08:00:00,2023-01-10 10:00:00,LAX,CDG,rainy,AA,-10,1805,14.449280315644002,tailwind,A319,False
2023-01-10 09:00:00,2023-01-10 12:00:00,JFK,CDG,cloudy,AA,18,1393,25.319493665438085,crosswind,B787,False
2023-01-10 10:00:00,2023-01-10 12:00:00,ORD,CDG,cloudy,WN,-7,843,22.892287913552813,headwind,B767,False
2023-01-10 11:00:00,2023-01-10 13:00:00,LAX,LHR,cloudy,WN,4,755,30.082145348501765,crosswind,B767,False
2023-01-10 12:00:00,2023-01-10 16:00:00,ORD,HND,cloudy,DL,16,1344,11.974734539445942,headwind,A350,True
2023-01-10 13:00:00,2023-01-10 15:00:00,LAX,PEK,sunny,UA,-10,480,4.564930595144787,tailwind,B737,False
2023-01-10 14:00:00,2023-01-10 15:00:00,ORD,PEK,cloudy,UA,0,1416,27.612193793814544,headwind,B767,False
2023-01-10 15:00:00,2023-01-10 16:00:00,ORD,CDG,cloudy,UA,26,474,28.411078527529366,crosswind,A350,False
2023-01-10 16:00:00,2023-01-10 17:00:00,JFK,LHR,cloudy,DL,-5,327,4.74526405307098,tailwind,B777,False
2023-01-10 17:00:00,2023-01-10 22:00:00,ORD,HND,cloudy,DL,24,851,1.9562361681889477,tailwind,B777,True
2023-01-10 18:00:00,2023-01-10 20:00:00,ORD,CDG,rainy,WN,8,409,12.751025850702836,tailwind,B777,False
2023-01-10 19:00:00,2023-01-10 23:00:00,ORD,HND,cloudy,DL,13,1835,13.863084065503214,headwind,A320,True
2023-01-10 20:00:00,2023-01-10 21:00:00,JFK,LHR,cloudy,AA,-9,309,28.617155552164625,crosswind,A380,False
2023-01-10 21:00:00,2023-01-10 22:00:00,ORD,CDG,rainy,AA,15,372,17.450962966795647,crosswind,A321,False
2023-01-10 22:00:00,2023-01-11 03:00:00,DFW,HND,sunny,WN,-5,1219,19.771114254771902,crosswind,B747,True
2023-01-10 23:00:00,2023-01-11 02:00:00,ORD,PEK,cloudy,UA,5,1387,14.224300312450424,headwind,B737,True
2023-01-11 00:00:00,2023-01-11 05:00:00,LAX,CDG,sunny,UA,-10,1832,18.814855073026756,crosswind,B787,True
2023-01-11 01:00:00,2023-01-11 02:00:00,ORD,HND,sunny,WN,29,1398,17.860605147766144,headwind,B787,True
2023-01-11 02:00:00,2023-01-11 03:00:00,ORD,HND,cloudy,AA,24,1200,26.63024971407276,crosswind,B777,False
2023-01-11 03:00:00,2023-01-11 05:00:00,DFW,CDG,cloudy,DL,12,1264,31.24288209577596,headwind,A330,False
2023-01-11 04:00:00,2023-01-11 07:00:00,LAX,CDG,rainy,UA,4,966,29.368876258353932,crosswind,A350,False
2023-01-11 05:00:00,2023-01-11 06:00:00,ORD,CDG,cloudy,AA,2,918,32.03903663649464,crosswind,B777,False
2023-01-11 06:00:00,2023-01-11 10:00:00,DFW,PEK,cloudy,AA,18,739,19.687249581499707,headwind,A380,True
2023-01-11 07:00:00,2023-01-11 08:00:00,DFW,PEK,sunny,UA,2,1193,28.174781623237475,headwind,B767,False
2023-01-11 08:00:00,2023-01-11 13:00:00,ORD,HND,sunny,WN,4,1509,29.9096071484881,crosswind,B747,False
2023-01-11 09:00:00,2023-01-11 14:00:00,DFW,CDG,rainy,UA,13,687,8.764078153759025,tailwind,B747,False
2023-01-11 10:00:00,2023-01-11 12:00:00,ORD,PEK,sunny,UA,12,343,16.312629912196662,headwind,B787,False
2023-01-11 11:00:00,2023-01-11 12:00:00,LAX,PEK,sunny,UA,6,1608,35.990361108586114,headwind,A321,False
2023-01-11 12:00:00,2023-01-11 13:00:00,ORD,CDG,cloudy,WN,7,1075,12.530022395183977,headwind,A319,True
2023-01-11 13:00:00,2023-01-11 15:00:00,DFW,LHR,rainy,UA,28,1336,10.85862342168502,tailwind,A319,False
2023-01-11 14:00:00,2023-01-11 15:00:00,DFW,CDG,cloudy,UA,-3,1002,11.020896980498572,tailwind,B737,True
2023-01-11 15:00:00,2023-01-11 18:00:00,LAX,LHR,rainy,AA,-7,1038,20.43255233873827,tailwind,B787,False
2023-01-11 16:00:00,2023-01-11 18:00:00,DFW,PEK,cloudy,AA,15,1882,27.911231242713686,crosswind,B737,False
2023-01-11 17:00:00,2023-01-11 19:00:00,JFK,HND,rainy,AA,27,1697,18.976892411567217,tailwind,A319,False
2023-01-11 18:00:00,2023-01-11 21:00:00,JFK,HND,rainy,WN,4,451,33.88215285481099,crosswind,B737,False
2023-01-11 19:00:00,2023-01-11 23:00:00,JFK,PEK,sunny,WN,17,1293,28.726015200035324,headwind,A330,False
2023-01-11 20:00:00,2023-01-11 21:00:00,DFW,PEK,rainy,AA,-5,1456,2.199458935259769,tailwind,A330,False
2023-01-11 21:00:00,2023-01-11 22:00:00,ORD,HND,rainy,AA,0,1554,10.583310634667013,tailwind,A319,False
2023-01-11 22:00:00,2023-01-12 02:00:00,DFW,CDG,rainy,AA,22,799,25.664642943536712,crosswind,B767,False
2023-01-11 23:00:00,2023-01-12 04:00:00,ORD,CDG,rainy,AA,19,792,-0.155826093467903,tailwind,A330,False
2023-01-12 00:00:00,2023-01-12 02:00:00,DFW,CDG,cloudy,UA,24,1999,13.243993294538676,headwind,A350,True
2023-01-12 01:00:00,2023-01-12 03:00:00,JFK,LHR,cloudy,UA,5,1244,23.524474002414397,crosswind,A319,False
2023-01-12 02:00:00,2023-01-12 07:00:00,ORD,PEK,sunny,UA,29,410,17.744658894794764,crosswind,B787,False
2023-01-12 03:00:00,2023-01-12 06:00:00,JFK,CDG,sunny,UA,13,1176,29.262664329455784,headwind,A380,False
2023-01-12 04:00:00,2023-01-12 09:00:00,DFW,CDG,rainy,AA,27,1118,19.00293652655461,headwind,B777,False
2023-01-12 05:00:00,2023-01-12 08:00:00,LAX,CDG,cloudy,DL,10,247,20.225029187611977,tailwind,A380,False
2023-01-12 06:00:00,2023-01-12 08:00:00,JFK,CDG,sunny,UA,1,413,20.16026831130891,headwind,A319,False
2023-01-12 07:00:00,2023-01-12 08:00:00,DFW,CDG,rainy,AA,23,1680,16.81168379086256,headwind,A330,False
2023-01-12 08:00:00,2023-01-12 11:00:00,DFW,HND,cloudy,DL,27,561,38.47725190124488,crosswind,A350,False
2023-01-12 09:00:00,2023-01-12 11:00:00,ORD,LHR,cloudy,UA,16,1024,29.200371887556262,crosswind,A321,False
2023-01-12 10:00:00,2023-01-12 12:00:00,JFK,HND,cloudy,AA,7,480,14.653459384653793,headwind,B757,False
2023-01-12 11:00:00,2023-01-12 14:00:00,DFW,LHR,sunny,UA,10,1457,12.792284117892153,crosswind,A319,True
2023-01-12 12:00:00,2023-01-12 16:00:00,LAX,LHR,sunny,WN,0,1095,20.005241492771617,crosswind,A319,False
2023-01-12 13:00:00,2023-01-12 16:00:00,JFK,HND,rainy,AA,20,1085,32.31856780561667,crosswind,B747,False
2023-01-12 14:00:00,2023-01-12 16:00:00,LAX,LHR,cloudy,AA,12,981,15.92422954454155,crosswind,A380,True
2023-01-12 15:00:00,2023-01-12 16:00:00,DFW,PEK,cloudy,AA,11,695,3.816640809226116,tailwind,A380,True
2023-01-12 16:00:00,2023-01-12 21:00:00,DFW,LHR,rainy,AA,14,987,15.19224330429411,tailwind,A319,False
2023-01-12 17:00:00,2023-01-12 21:00:00,ORD,LHR,cloudy,DL,-9,1525,2.23525849583676,tailwind,B787,True
2023-01-12 18:00:00,2023-01-12 20:00:00,ORD,CDG,sunny,AA,21,497,12.001381886945003,headwind,B767,False
2023-01-12 19:00:00,2023-01-12 20:00:00,JFK,LHR,sunny,DL,20,1007,17.677407573940616,crosswind,A321,True
2023-01-12 20:00:00,2023-01-13 00:00:00,LAX,HND,rainy,DL,0,1944,30.94086627889719,crosswind,A330,False
2023-01-12 21:00:00,2023-01-12 22:00:00,ORD,CDG,rainy,DL,-10,1246,2.7922027550523447,tailwind,B787,False
2023-01-12 22:00:00,2023-01-13 00:00:00,ORD,LHR,rainy,AA,0,1332,30.480097161274102,crosswind,B757,False
2023-01-12 23:00:00,2023-01-13 00:00:00,DFW,HND,rainy,DL,-3,1302,23.143192256501962,crosswind,A330,False
2023-01-13 00:00:00,2023-01-13 02:00:00,DFW,HND,sunny,AA,11,1611,14.838097365638038,tailwind,B757,True
2023-01-13 01:00:00,2023-01-13 02:00:00,JFK,PEK,rainy,UA,19,209,22.22595514286217,headwind,B787,False
2023-01-13 02:00:00,2023-01-13 03:00:00,ORD,CDG,cloudy,AA,21,379,21.9977724273214,headwind,B757,False
2023-01-13 03:00:00,2023-01-13 07:00:00,DFW,CDG,sunny,AA,24,295,19.968541831008313,tailwind,A350,False
2023-01-13 04:00:00,2023-01-13 09:00:00,LAX,LHR,sunny,DL,22,695,35.68743725583687,headwind,A321,False
2023-01-13 05:00:00,2023-01-13 09:00:00,ORD,PEK,cloudy,DL,26,381,2.8144433852313586,tailwind,A350,False
2023-01-13 06:00:00,2023-01-13 09:00:00,JFK,CDG,cloudy,AA,14,452,7.350088985692223,tailwind,B777,False
2023-01-13 07:00:00,2023-01-13 10:00:00,LAX,LHR,cloudy,WN,26,1009,28.105300821634604,crosswind,B747,False
2023-01-13 08:00:00,2023-01-13 10:00:00,LAX,LHR,sunny,WN,20,665,18.793263611865726,headwind,B767,True
2023-01-13 09:00:00,2023-01-13 10:00:00,ORD,LHR,sunny,AA,12,1000,28.58578237187393,headwind,B747,False
2023-01-13 10:00:00,2023-01-13 14:00:00,LAX,HND,sunny,WN,14,635,20.931923189811272,crosswind,A380,False
2023-01-13 11:00:00,2023-01-13 12:00:00,JFK,LHR,cloudy,AA,0,331,22.904692568672722,headwind,A350,False
2023-01-13 12:00:00,2023-01-13 17:00:00,ORD,HND,sunny,WN,22,1491,19.633186063597993,tailwind,B777,True
2023-01-13 13:00:00,2023-01-13 14:00:00,DFW,PEK,cloudy,WN,8,1020,35.872326487211,headwind,A321,False
2023-01-13 14:00:00,2023-01-13 16:00:00,ORD,HND,rainy,DL,-1,1499,7.154572012952437,tailwind,B777,False
2023-01-13 15:00:00,2023-01-13 19:00:00,DFW,PEK,rainy,WN,29,1258,36.57819235311456,crosswind,A330,False
2023-01-13 16:00:00,2023-01-13 19:00:00,JFK,PEK,rainy,WN,-6,1487,4.875050156743006,tailwind,A321,False
2023-01-13 17:00:00,2023-01-13 22:00:00,JFK,CDG,rainy,UA,15,753,19.20930479780969,crosswind,B747,False
2023-01-13 18:00:00,2023-01-13 19:00:00,JFK,LHR,cloudy,DL,9,1517,37.0165064168508,headwind,B777,False
2023-01-13 19:00:00,2023-01-14 00:00:00,LAX,PEK,cloudy,UA,-4,1541,12.865857959061563,headwind,A380,True
2023-01-13 20:00:00,2023-01-14 01:00:00,LAX,HND,cloudy,AA,-10,210,39.40799132936046,headwind,B737,False
2023-01-13 21:00:00,2023-01-14 02:00:00,DFW,LHR,rainy,UA,13,343,26.503472179201648,crosswind,B757,False
2023-01-13 22:00:00,2023-01-14 03:00:00,JFK,HND,sunny,AA,24,1529,25.805782173098642,headwind,A319,False
2023-01-13 23:00:00,2023-01-14 03:00:00,JFK,CDG,rainy,DL,7,530,17.965791487357222,headwind,B757,False
2023-01-14 00:00:00,2023-01-14 05:00:00,DFW,PEK,sunny,UA,10,1847,30.48068210254121,crosswind,A321,False
2023-01-14 01:00:00,2023-01-14 06:00:00,JFK,PEK,cloudy,DL,9,655,38.744669211907635,crosswind,B737,False
2023-01-14 02:00:00,2023-01-14 06:00:00,DFW,HND,cloudy,AA,25,378,28.993561161301287,headwind,A380,False
2023-01-14 03:00:00,2023-01-14 05:00:00,ORD,CDG,rainy,DL,14,895,18.20150290153102,headwind,A350,False
2023-01-14 04:00:00,2023-01-14 07:00:00,LAX,CDG,rainy,WN,-7,1531,19.327436348705312,tailwind,A320,False
2023-01-14 05:00:00,2023-01-14 08:00:00,DFW,PEK,sunny,DL,13,899,42.94496193944047,crosswind,A350,False
2023-01-14 06:00:00,2023-01-14 11:00:00,ORD,PEK,rainy,WN,29,1475,20.91354924795374,headwind,A380,False
2023-01-14 07:00:00,2023-01-14 12:00:00,LAX,PEK,cloudy,UA,21,858,30.826420382816288,crosswind,B757,False
2023-01-14 08:00:00,2023-01-14 11:00:00,DFW,CDG,rainy,UA,21,558,20.84112832570574,tailwind,B737,False
2023-01-14 09:00:00,2023-01-14 10:00:00,ORD,HND,rainy,DL,23,1890,18.7382736090891,tailwind,B787,False
2023-01-14 10:00:00,2023-01-14 11:00:00,DFW,LHR,sunny,WN,17,878,19.78206853863132,headwind,A319,True
2023-01-14 11:00:00,2023-01-14 16:00:00,LAX,CDG,cloudy,UA,-6,1210,11.618068193644362,tailwind,A319,True
2023-01-14 12:00:00,2023-01-14 15:00:00,JFK,CDG,rainy,WN,-8,1159,36.85944588248047,crosswind,B767,False
2023-01-14 13:00:00,2023-01-14 14:00:00,LAX,LHR,rainy,AA,12,898,33.13247618471594,crosswind,B747,False
2023-01-14 14:00:00,2023-01-14 15:00:00,DFW,HND,sunny,UA,10,1124,35.433073368795945,headwind,B737,False
2023-01-14 15:00:00,2023-01-14 18:00:00,LAX,PEK,rainy,DL,25,1350,17.65389051416924,tailwind,B787,False
2023-01-14 16:00:00,2023-01-14 17:00:00,JFK,LHR,cloudy,UA,-8,1499,23.184225224853577,crosswind,A321,False
2023-01-14 17:00:00,2023-01-14 20:00:00,LAX,PEK,cloudy,WN,3,1945,-0.6449147027366564,tailwind,A320,True
2023-01-14 18:00:00,2023-01-14 22:00:00,ORD,PEK,rainy,DL,-10,261,21.3431575261422,crosswind,B767,False
2023-01-14 19:00:00,2023-01-15 00:00:00,ORD,HND,rainy,WN,26,1189,32.29298467503283,crosswind,A319,False
2023-01-14 20:00:00,2023-01-14 23:00:00,LAX,LHR,sunny,UA,26,1679,-2.364354769898962,tailwind,B787,True
2023-01-14 21:00:00,2023-01-14 23:00:00,ORD,HND,cloudy,DL,0,1183,27.12190413763949,headwind,B787,False
2023-01-14 22:00:00,2023-01-15 01:00:00,LAX,LHR,rainy,UA,1,493,19.661116603623046,tailwind,B767,False
2023-01-14 23:00:00,2023-01-15 03:00:00,ORD,CDG,sunny,WN,21,614,19.257608106527996,headwind,A321,True
2023-01-15 00:00:00,2023-01-15 02:00:00,DFW,LHR,cloudy,DL,29,221,29.984002063827997,crosswind,B777,False
2023-01-15 01:00:00,2023-01-15 02:00:00,JFK,PEK,rainy,WN,28,296,16.27259582020893,tailwind,B767,False
2023-01-15 02:00:00,2023-01-15 04:00:00,ORD,CDG,sunny,AA,20,365,32.53931784194298,headwind,B767,False
2023-01-15 03:00:00,2023-01-15 05:00:00,JFK,PEK,rainy,UA,-9,796,31.02164791603449,crosswind,A321,False
2023-01-15 04:00:00,2023-01-15 05:00:00,ORD,CDG,rainy,UA,17,1399,21.503925772957146,tailwind,A380,False
2023-01-15 05:00:00,2023-01-15 07:00:00,JFK,HND,rainy,AA,22,621,10.441301484442961,tailwind,A380,False
2023-01-15 06:00:00,2023-01-15 07:00:00,JFK,PEK,cloudy,WN,25,1113,15.433815885803646,tailwind,A330,True
2023-01-15 07:00:00,2023-01-15 09:00:00,ORD,PEK,rainy,WN,0,1314,12.481372715441294,crosswind,A319,False
2023-01-15 08:00:00,2023-01-15 09:00:00,JFK,LHR,sunny,WN,21,1248,9.3752576149395,headwind,B767,True
2023-01-15 09:00:00,2023-01-15 12:00:00,ORD,CDG,cloudy,WN,16,1502,6.344012803666302,headwind,B767,True
2023-01-15 10:00:00,2023-01-15 14:00:00,JFK,CDG,rainy,AA,1,723,30.214287580408772,crosswind,B737,False
2023-01-15 11:00:00,2023-01-15 15:00:00,LAX,PEK,sunny,AA,-9,1532,21.878250555184827,headwind,B767,False
2023-01-15 12:00:00,2023-01-15 14:00:00,LAX,LHR,cloudy,DL,28,287,14.6482138982856,headwind,A380,False
2023-01-15 13:00:00,2023-01-15 17:00:00,ORD,LHR,sunny,DL,28,306,3.9173519365701726,tailwind,A321,False
2023-01-15 14:00:00,2023-01-15 18:00:00,DFW,PEK,sunny,WN,-8,360,17.772526266917307,crosswind,B747,False
2023-01-15 15:00:00,2023-01-15 17:00:00,DFW,HND,cloudy,WN,0,481,31.43585745375803,headwind,A350,False
2023-01-15 16:00:00,2023-01-15 17:00:00,LAX,CDG,rainy,AA,23,1489,19.556243651872776,crosswind,A320,False
2023-01-15 17:00:00,2023-01-15 22:00:00,LAX,PEK,cloudy,AA,-9,1811,14.152095776280404,headwind,A350,True
2023-01-15 18:00:00,2023-01-15 21:00:00,JFK,PEK,cloudy,WN,9,1490,26.2991482816105,crosswind,B787,False
2023-01-15 19:00:00,2023-01-15 23:00:00,ORD,CDG,cloudy,AA,16,442,3.1093438862163487,tailwind,A320,False
2023-01-15 20:00:00,2023-01-15 22:00:00,LAX,HND,rainy,AA,17,1949,23.36481723105401,crosswind,B757,False
2023-01-15 21:00:00,2023-01-15 22:00:00,DFW,CDG,rainy,DL,24,1248,14.148312229932202,headwind,A319,False
2023-01-15 22:00:00,2023-01-16 00:00:00,ORD,CDG,sunny,AA,16,1288,24.54978534256665,crosswind,B757,False
2023-01-15 23:00:00,2023-01-16 04:00:00,ORD,HND,sunny,AA,24,569,33.0409921574153,crosswind,B737,False
2023-01-16 00:00:00,2023-01-16 04:00:00,DFW,HND,sunny,WN,12,717,31.338937524134824,headwind,B737,False
2023-01-16 01:00:00,2023-01-16 06:00:00,LAX,HND,cloudy,AA,3,685,44.37038578194213,crosswind,A330,False
2023-01-16 02:00:00,2023-01-16 03:00:00,ORD,CDG,sunny,WN,20,723,38.617340580105534,crosswind,B787,False
2023-01-16 03:00:00,2023-01-16 06:00:00,ORD,CDG,sunny,DL,19,1668,35.06793320065255,headwind,A321,False
